Year,County,NCICCode,Homicide_sum,Robbery_sum,AggAssault_sum,Burglary_sum,LTtotal_sum,HomicideClr_sum,RobberyClr_sum,AggAssaultClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,NRESBUR_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT50200nao_sum,LT50nao_sum
2014,Placer County,Lincoln,0,7,6,124,303,0,3,4,12,4,22,0,0,0,7,1,0,4,0,0,1,34,90,78,46,0,0,14,30,60,1,56,108,65,60,70
2014,Placer County,Rocklin,0,14,27,243,733,0,4,12,37,2,98,5,1,3,5,2,0,1,2,0,3,99,144,123,120,2,0,138,22,131,1,98,257,128,165,183
2014,Placer County,Roseville,1,50,125,470,2367,1,29,70,56,10,570,8,1,5,36,30,0,1,6,0,10,238,232,278,192,10,3,751,90,354,2,242,842,385,490,650
2014,Placer County,Sierra DPR,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,3,3,2
2014,Placer County,Union Pacific RR - Placer,0,0,0,10,22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,1,0,10,0,0,0,0,1,0,19,5,3,1,13
2014,Placer County,CA Highway Patrol - Placer,0,0,3,1,48,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,15,3,1,29
2014,Plumas County,Plumas Co. Sheriff's Department,1,0,82,113,165,1,0,48,17,0,15,0,0,0,0,0,0,0,0,0,0,59,54,51,62,0,0,12,12,21,0,101,63,22,34,46
2014,Plumas County,Union Pacific RR - Plumas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2014,Plumas County,CA Highway Patrol - Plumas,0,0,1,0,8,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2014,Riverside County,Riverside Co. Sheriff's Department,17,144,532,1972,3705,12,27,244,115,77,153,43,6,70,25,14,7,13,38,2,21,1236,736,1370,602,23,3,141,91,580,6,1424,1644,506,632,923
2014,Riverside County,Banning,1,16,88,248,243,0,3,40,21,9,18,2,2,2,10,5,2,1,1,0,3,133,115,123,125,0,1,6,4,77,0,106,124,20,29,70
2014,Riverside County,Beaumont,0,19,44,171,707,0,9,27,24,5,149,5,3,1,10,0,0,2,3,0,12,118,53,111,60,6,4,195,41,69,3,172,221,134,162,190
2014,Riverside County,Blythe,3,29,52,189,537,0,13,36,24,7,166,12,2,3,12,2,2,0,9,0,14,124,65,111,78,0,4,155,44,76,1,141,90,90,157,200
2014,Riverside County,Coachella,5,51,107,273,660,2,14,57,26,12,23,15,1,34,1,12,5,8,10,0,2,160,113,154,119,4,1,41,8,177,0,220,260,83,111,206
2014,Riverside County,Desert Hot Springs,7,51,99,483,423,1,14,45,36,14,71,15,6,3,27,2,2,2,10,0,30,322,161,369,114,1,4,89,3,86,0,90,167,60,69,127
2014,Riverside County,Hemet,10,139,250,912,1957,6,48,184,184,55,210,41,15,9,74,45,4,3,13,4,14,905,7,627,285,2,2,388,139,25,1,785,613,358,471,515
