Year,County,NCICCode,Homicide_sum,Robbery_sum,AggAssault_sum,Burglary_sum,LTtotal_sum
2017,Los Angeles County,Compton,21,441,669,411,1402
2017,Los Angeles County,Covina,2,51,97,283,712
2017,Los Angeles County,Cudahy,0,29,42,41,93
2017,Los Angeles County,Culver City,0,131,51,208,1570
2017,Los Angeles County,Cerritos,2,71,50,561,1511
2017,Los Angeles County,Agoura Hills,0,4,10,71,187
2017,Los Angeles County,West Hollywood,1,122,102,234,1367
2017,Los Angeles County,Santa Clarita,4,122,186,674,1997
2017,Los Angeles County,Diamond Bar,0,25,27,381,592
2017,Los Angeles County,Downey,3,182,174,591,1866
2017,Los Angeles County,Duarte,2,18,42,72,225
2017,Los Angeles County,El Monte,5,183,220,687,1431
2017,Los Angeles County,El Segundo,1,21,14,183,423
2017,Los Angeles County,Gardena,4,218,155,353,678
2017,Los Angeles County,Glendale,3,127,112,498,2303
2017,Los Angeles County,Glendora,0,33,81,248,1180
2017,Los Angeles County,Hawaiian Gardens,0,30,55,78,161
2017,Los Angeles County,Hawthorne,5,275,282,408,1350
2017,Los Angeles County,Hermosa Beach,0,7,17,116,426
2017,Los Angeles County,Calabasas,0,9,7,63,248
2017,Los Angeles County,Malibu,0,6,24,78,255
2017,Los Angeles County,Los Angeles Transit Serv. Bureau,2,235,170,10,469
2017,Los Angeles County,Hidden Hills,0,0,1,4,7
2017,Los Angeles County,Huntington Park,4,197,184,210,903
2017,Los Angeles County,Industry,1,36,31,151,629
2017,Los Angeles County,Inglewood,13,389,337,492,1466
2017,Los Angeles County,Irwindale,1,7,4,56,121
2017,Los Angeles County,Lakewood,3,151,151,438,1725
2017,Los Angeles County,La Mirada,2,34,61,143,625
2017,Los Angeles County,La Puente,0,43,91,92,190
2017,Los Angeles County,La Verne,0,27,54,137,563
2017,Los Angeles County,Lawndale,2,66,107,75,214
2017,Los Angeles County,Lomita,1,13,39,90,241
2017,Los Angeles County,Long Beach,22,1237,1639,2765,7104
2017,Los Angeles County,Los Angeles,281,10814,16957,16668,65757
2017,Los Angeles County,Lynwood,8,220,214,293,688
2017,Los Angeles County,Manhattan Beach,0,36,24,179,625
2017,Los Angeles County,Maywood,2,39,66,68,157
2017,Los Angeles County,Monrovia,2,26,26,120,645
2017,Los Angeles County,Montebello,2,82,110,665,519
2017,Los Angeles County,Monterey Park,1,55,46,439,955
2017,Los Angeles County,Norwalk,5,133,282,418,1123
2017,Los Angeles County,Palmdale,4,218,422,613,1611
2017,Los Angeles County,Palos Verdes Estates,0,2,0,43,77
2017,Los Angeles County,Paramount,6,125,185,283,892
2017,Los Angeles County,Pasadena,8,202,313,745,1842
2017,Los Angeles County,Pico Rivera,1,75,141,250,853
2017,Los Angeles County,Pomona,18,344,403,718,2516
2017,Los Angeles County,Redondo Beach,0,62,96,358,1042
2017,Los Angeles County,Rolling Hills,0,0,0,1,5
2017,Los Angeles County,Rolling Hills Estates,0,1,9,42,103
2017,Los Angeles County,Rosemead,1,59,101,330,719
2017,Los Angeles County,San Dimas,0,24,38,158,500
2017,Los Angeles County,San Fernando,3,34,74,85,184
2017,Los Angeles County,San Gabriel,1,40,70,199,407
2017,Los Angeles County,San Marino,0,6,8,127,126
2017,Los Angeles County,Santa Fe Springs,0,48,54,183,688
2017,Los Angeles County,Santa Monica,3,241,407,648,3462
2017,Los Angeles County,Sierra Madre,0,1,6,43,61
2017,Los Angeles County,Signal Hill,1,34,23,93,521
2017,Los Angeles County,South El Monte,2,35,80,169,314
2017,Los Angeles County,South Gate,6,223,404,507,1691
2017,Los Angeles County,South Pasadena,1,9,6,130,315
2017,Los Angeles County,Temple City,2,20,29,258,257
2017,Los Angeles County,Torrance,0,116,115,557,2213
2017,Los Angeles County,Vernon,0,20,15,60,229
2017,Los Angeles County,Walnut,0,8,23,232,221
2017,Los Angeles County,West Covina,0,144,100,502,1821
2017,Los Angeles County,Whittier,5,137,143,420,1774
2017,Los Angeles County,Carson,8,166,281,479,1261
2017,Los Angeles County,Cal Poly - Pomona,0,2,0,23,159
2017,Los Angeles County,Rancho Palos Verdes,0,7,21,152,259
2017,Los Angeles County,CSU Dominguez Hills,0,3,3,5,34
2017,Los Angeles County,CSU Long Beach,0,2,2,7,141
2017,Los Angeles County,CSU Los Angeles,0,1,1,6,102
2017,Los Angeles County,CSU Northridge,0,0,5,13,258
2017,Los Angeles County,La Canada-Flintridge,0,6,9,105,162
2017,Los Angeles County,Lancaster,15,337,787,935,1733
2017,Los Angeles County,UC Los Angeles,0,18,70,169,635
2017,Los Angeles County,CA Highway Patrol - Los Angeles,1,3,42,20,153
2017,Los Angeles County,Metropolitan State Hospital,0,0,1113,0,2
2017,Madera County,Madera Co. Sheriff's Department,3,27,398,452,606
2017,Madera County,Chowchilla,0,11,50,150,208
2017,Madera County,Madera,4,107,235,336,967
2017,Madera County,Union Pacific RR - Madera,0,0,0,0,0
2017,Madera County,CA Highway Patrol - Madera,0,0,0,3,49
2017,Marin County,Marin Co. Sheriff's Department,1,10,68,153,615
2017,Marin County,Belvedere,0,0,0,0,11
2017,Marin County,Fairfax,0,1,3,10,78
2017,Marin County,Mill Valley,0,3,6,36,163
2017,Marin County,Novato,1,26,60,145,689
2017,Marin County,Ross,0,1,1,8,29
2017,Marin County,San Rafael,0,89,84,271,1091
2017,Marin County,Sausalito,0,3,11,37,187
2017,Marin County,Tiburon,0,1,2,16,70
2017,Marin County,Union Pacific RR - Marin,0,0,0,0,0
2017,Marin County,Marin Community College,1,0,1,1,22
2017,Marin County,Marin DPR,0,0,2,7,4
2017,Marin County,Central Marin,1,15,22,252,599
2017,Marin County,CA Highway Patrol - Marin,0,0,4,5,32
2017,Mariposa County,Mariposa Co. Sheriff's Department,0,3,95,83,184
2017,Mariposa County,CA Highway Patrol - Mariposa,0,0,1,0,9
2017,Mendocino County,Mendocino Co. Sheriff's Department,3,21,204,185,189
2017,Mendocino County,Fort Bragg,1,2,37,59,262
2017,Mendocino County,Ukiah,0,20,87,59,234
2017,Mendocino County,Willits,0,5,48,11,25
2017,Mendocino County,Union Pacific RR - Mendocino,0,0,0,0,0
2017,Mendocino County,CA Highway Patrol - Mendocino,0,1,0,1,39
2017,Merced County,Merced Co. Sheriff's Department,7,38,460,554,908
2017,Merced County,Atwater,0,23,158,185,649
2017,Merced County,Dos Palos,2,1,52,50,103
2017,Merced County,Gustine,0,1,31,26,43
2017,Merced County,Livingston,0,12,40,95,154
2017,Merced County,Los Banos,2,41,89,217,695
2017,Merced County,Merced,8,158,369,472,1706
2017,Merced County,Union Pacific RR - Merced,0,0,0,0,0
2017,Merced County,Four Rivers DPR,0,0,1,0,0
2017,Merced County,UC Merced,0,0,0,8,42
2017,Merced County,CA Highway Patrol - Merced,0,0,0,0,83
2017,Modoc County,Modoc Co. Sheriff's Department,0,0,19,9,34
2017,Modoc County,Alturas,2,3,32,31,88
2017,Modoc County,Union Pacific RR - Modoc,0,0,0,0,0
2017,Modoc County,CA Highway Patrol - Modoc,0,0,0,0,2
2017,Mono County,Mono Co. Sheriff's Department,0,0,15,15,38
2017,Mono County,Mammoth Lakes,0,5,17,21,115
2017,Mono County,CA Highway Patrol - Mono,0,0,0,0,1
2017,Monterey County,Monterey Co. Sheriff's Department,7,48,157,338,927
2017,Monterey County,Carmel,0,1,4,33,77
2017,Monterey County,Del Rey Oaks,0,1,0,16,36
2017,Monterey County,Gonzales,0,4,4,17,36
2017,Monterey County,Greenfield,2,18,75,49,86
2017,Monterey County,King City,3,2,43,71,72
2017,Monterey County,Monterey,0,58,50,162,964
2017,Monterey County,Pacific Grove,0,0,8,55,249
2017,Monterey County,Salinas,28,358,564,964,2589
2017,Monterey County,Sand City,0,5,5,10,119
2017,Monterey County,Seaside,1,31,52,81,360
2017,Monterey County,Soledad,2,7,38,47,76
2017,Monterey County,Marina,0,14,33,72,288
2017,Monterey County,Monterey Airport,0,0,0,5,0
2017,Monterey County,Union Pacific RR - Monterey,0,0,0,0,0
2017,Monterey County,Monterey DPR,0,0,0,11,45
2017,Monterey County,CSU Monterey Bay,0,0,8,6,32
2017,Monterey County,CA Highway Patrol - Monterey,0,0,3,0,70
2017,Napa County,Napa Co. Sheriff's Department,0,3,47,71,143
2017,Napa County,Calistoga,0,0,9,25,46
2017,Napa County,Napa,1,43,189,338,828
2017,Napa County,St. Helena,0,1,5,33,52
2017,Napa County,Union Pacific RR - Napa,0,0,0,0,0
2017,Napa County,Napa State Hospital,0,0,193,1,1
2017,Napa County,American Canyon,0,14,30,85,272
2017,Napa County,Yountville,0,0,1,7,33
2017,Napa County,CA Highway Patrol - Napa,0,0,1,0,9
2017,Nevada County,Nevada Co. Sheriff's Department,3,12,146,294,304
2017,Nevada County,Grass Valley,2,9,65,125,515
2017,Nevada County,Nevada City,0,2,6,22,67
2017,Nevada County,Union Pacific RR - Nevada,0,0,0,1,1
2017,Nevada County,Truckee,0,0,15,40,98
2017,Nevada County,CA Highway Patrol - Nevada,0,0,3,0,6
2017,Orange County,Orange Co. Sheriff's Department,0,34,221,203,751
2017,Orange County,Anaheim,10,480,648,1351,6393
2017,Orange County,Brea,2,39,65,180,1160
2017,Orange County,Buena Park,1,96,186,299,2115
2017,Orange County,Costa Mesa,1,128,171,620,3158
2017,Orange County,Cypress,0,21,43,142,495
2017,Orange County,La Palma,0,7,12,140,190
2017,Orange County,Fountain Valley,0,28,37,238,1199
2017,Orange County,Fullerton,1,98,131,293,3273
2017,Orange County,Garden Grove,5,220,355,840,2851
2017,Orange County,Huntington Beach,2,95,289,617,3283
2017,Orange County,Laguna Beach,0,14,76,124,369
2017,Orange County,La Habra,1,46,81,197,869
2017,Orange County,Los Alamitos,0,10,1,73,105
2017,Orange County,Newport Beach,0,21,72,361,1630
2017,Orange County,Orange,4,64,138,489,1754
2017,Orange County,Placentia,1,25,62,187,563
2017,Orange County,San Clemente,0,37,45,173,574
2017,Orange County,San Juan Capistrano,0,16,54,103,313
2017,Orange County,Santa Ana,21,605,826,929,4108
2017,Orange County,Seal Beach,0,19,24,92,503
2017,Orange County,Stanton,1,37,87,130,384
2017,Orange County,Tustin,3,47,71,288,1484
2017,Orange County,Villa Park,0,0,2,35,35
2017,Orange County,Westminster,4,132,122,443,1987
2017,Orange County,Yorba Linda,0,5,31,185,482
2017,Orange County,Irvine,2,55,66,627,2814
2017,Orange County,CSU Fullerton,0,1,1,13,167
2017,Orange County,Union Pacific RR - Orange,0,0,0,1,1
2017,Orange County,Orange Coast DPR,0,0,0,49,64
2017,Orange County,Fairview Developmental Center,0,0,3,1,0
2017,Orange County,Mission Viejo,1,26,61,158,733
2017,Orange County,Dana Point,0,22,36,85,399
2017,Orange County,Laguna Niguel,1,11,35,95,428
2017,Orange County,Laguna Hills,1,18,20,117,301
2017,Orange County,Lake Forest,0,24,90,166,504
2017,Orange County,Laguna Woods,0,0,3,22,90
2017,Orange County,Rancho Santa Margarita,0,6,22,45,265
2017,Orange County,Aliso Viejo,0,8,32,62,299
2017,Orange County,Irvine Valley College,0,0,0,1,20
2017,Orange County,UC Irvine,0,0,9,21,473
2017,Orange County,CA Highway Patrol - Orange,0,0,12,1,21
2017,Placer County,Placer Co. Sheriff's Department,3,33,224,380,1026
2017,Placer County,Auburn,2,5,42,58,175
2017,Placer County,Lincoln,2,6,17,108,435
2017,Placer County,Rocklin,0,29,23,211,813
2017,Placer County,Roseville,0,87,123,389,2623
2017,Placer County,Sierra DPR,0,0,0,0,8
2017,Placer County,Union Pacific RR - Placer,0,0,0,0,6
2017,Placer County,CA Highway Patrol - Placer,0,0,0,0,79
2017,Plumas County,Plumas Co. Sheriff's Department,0,7,116,140,152
2017,Plumas County,Union Pacific RR - Plumas,0,0,0,0,1
2017,Plumas County,CA Highway Patrol - Plumas,0,0,0,0,5
2017,Riverside County,Riverside Co. Sheriff's Department,16,161,550,1711,4579
2017,Riverside County,Banning,3,17,117,254,255
2017,Riverside County,Beaumont,1,19,144,195,561
2017,Riverside County,Blythe,0,16,33,264,492
2017,Riverside County,Coachella,0,41,84,182,775
2017,Riverside County,Desert Hot Springs,7,56,211,341,189
2017,Riverside County,Hemet,4,133,295,703,1868
2017,Riverside County,Indio,3,119,478,449,1483
2017,Riverside County,Norco,1,17,46,124,472
2017,Riverside County,Palm Springs,5,94,151,436,1277
2017,Riverside County,Perris,2,66,120,270,1104
2017,Riverside County,Riverside,12,544,947,1673,6629
2017,Riverside County,San Jacinto,3,55,54,343,1005
2017,Riverside County,Corona,1,107,79,561,2177
2017,Riverside County,Indian Wells,0,0,1,51,103
2017,Riverside County,Rancho Mirage,0,13,15,121,411
2017,Riverside County,Palm Desert,0,30,58,424,1536
2017,Riverside County,Union Pacific RR - Riverside,0,0,1,4,7
2017,Riverside County,Inland Empire DPR,0,0,1,0,2
2017,Riverside County,Cathedral City,2,49,72,176,340
2017,Riverside County,Lake Elsinore,1,57,107,299,1507
2017,Riverside County,La Quinta,0,32,27,168,963
2017,Riverside County,Moreno Valley,9,352,411,1148,4050
2017,Riverside County,Temecula,1,38,73,353,2011
2017,Riverside County,Calimesa,1,6,5,42,175
2017,Riverside County,Canyon Lake,0,0,16,22,65
2017,Riverside County,Murrieta,1,33,32,254,1143
2017,Riverside County,Riverside Community College,0,1,0,7,56
2017,Riverside County,Wildomar,0,15,39,128,430
2017,Riverside County,Menifee,3,43,69,326,1373
2017,Riverside County,Eastvale,0,24,30,211,938
2017,Riverside County,UC Riverside,0,6,1,27,262
2017,Riverside County,CA Highway Patrol - Riverside,0,0,17,8,35
2017,Riverside County,Jurupa Valley,5,82,166,368,1591
2017,Riverside County,Mount San Jacinto Community College,0,0,1,4,24
2017,Sacramento County,Sacramento Co. Sheriff's Department,32,772,1654,2492,6545
2017,Sacramento County,Folsom,0,21,22,257,847
2017,Sacramento County,Galt,0,15,72,74,451
2017,Sacramento County,Isleton,1,0,4,3,3
2017,Sacramento County,Sacramento,39,1100,2140,2888,9077
2017,Sacramento County,CSU Sacramento,0,1,0,26,171
2017,Sacramento County,Elk Grove,3,99,419,366,1668
2017,Sacramento County,Gold Fields DPR,0,0,0,0,48
2017,Sacramento County,Twin Rivers Unified School,0,7,11,58,38
2017,Sacramento County,CA State Fair,0,2,5,10,49
2017,Sacramento County,Capital DPR,0,1,0,1,2
2017,Sacramento County,Twin Cities DPR,0,0,0,0,0
2017,Sacramento County,Union Pacific RR - Sacramento,0,0,0,2,5
2017,Sacramento County,Rancho Cordova,1,85,202,285,899
2017,Sacramento County,Citrus Heights,2,102,195,462,1964
2017,Sacramento County,UC Med Center Sacramento,0,0,4,6,159
2017,Sacramento County,CA Highway Patrol - Sacramento,0,1,13,12,1517
2017,San Benito County,San Benito Co. Sheriff's Department,1,6,34,50,80
2017,San Benito County,Hollister,1,33,80,71,252
2017,San Benito County,Union Pacific RR - San Benito,0,0,0,0,0
2017,San Benito County,Hollister Hills DPR,0,0,0,0,0
2017,San Benito County,CA Highway Patrol - San Benito,0,0,0,0,2
2017,San Bernardino County,San Bernardino Co. Sheriff's Department,27,160,599,1358,2556
2017,San Bernardino County,Barstow,2,97,186,318,484
2017,San Bernardino County,Chino,3,87,127,443,1405
2017,San Bernardino County,Colton,4,115,120,264,828
2017,San Bernardino County,Fontana,9,206,437,563,2292
2017,San Bernardino County,Montclair,1,85,119,284,870
2017,San Bernardino County,Needles,0,4,29,57,104
2017,San Bernardino County,Ontario,8,220,319,720,2842
2017,San Bernardino County,Redlands,1,69,110,426,1910
2017,San Bernardino County,Rialto,2,150,219,475,596
2017,San Bernardino County,San Bernardino,34,877,1736,2136,3990
2017,San Bernardino County,Upland,7,101,99,586,1194
2017,San Bernardino County,Victorville,14,267,527,830,1839
2017,San Bernardino County,Adelanto,2,48,160,190,290
2017,San Bernardino County,CSU San Bernardino,0,3,2,15,81
2017,San Bernardino County,Rancho Cucamonga,1,118,164,814,2998
2017,San Bernardino County,Big Bear,1,4,39,49,112
2017,San Bernardino County,Grand Terrace,0,9,15,83,169
2017,San Bernardino County,Loma Linda,0,12,21,112,401
2017,San Bernardino County,San Bernardino Unified School,0,43,7,97,121
2017,San Bernardino County,Highland,4,74,95,250,609
2017,San Bernardino County,Twentynine Palms,2,6,30,142,139
2017,San Bernardino County,Hesperia,2,97,243,452,1230
2017,San Bernardino County,Apple Valley,4,63,145,299,986
2017,San Bernardino County,Yucaipa,0,23,39,202,590
2017,San Bernardino County,San Bernardino College,0,4,7,12,54
2017,San Bernardino County,Chino Hills,0,19,39,323,936
2017,San Bernardino County,Yucca Valley,0,18,38,148,244
2017,San Bernardino County,Fontana Unified School,0,2,19,23,32
2017,San Bernardino County,Union Pacific RR - San Bernardino,0,0,0,10,4
2017,San Bernardino County,Patton State Hospital,0,1,541,3,4
2017,San Bernardino County,Tehachapi DPR,0,0,0,12,0
2017,San Bernardino County,CA Highway Patrol - San Bernardino,0,0,30,15,78
2017,San Diego County,San Diego Co. Sheriff's Department,18,232,1117,1075,2645
2017,San Diego County,Carlsbad,0,46,171,432,1638
2017,San Diego County,Chula Vista,2,304,440,640,2482
2017,San Diego County,Coronado,0,5,20,27,311
2017,San Diego County,Del Mar,0,0,11,38,95
2017,San Diego County,El Cajon,1,163,217,414,1502
2017,San Diego County,Escondido,3,174,348,427,1780
2017,San Diego County,Imperial Beach,1,34,93,69,211
2017,San Diego County,La Mesa,3,50,96,177,823
2017,San Diego County,National City,3,109,161,132,667
2017,San Diego County,Oceanside,9,165,451,592,3000
2017,San Diego County,San Diego,35,1410,3217,3817,17294
2017,San Diego County,San Marcos,0,54,116,202,784
2017,San Diego County,Vista,4,104,224,310,889
2017,San Diego County,CSU San Diego,0,11,2,73,460
2017,San Diego County,San Diego Harbor,0,11,47,41,416
2017,San Diego County,Colorado DPR,0,0,0,0,0
2017,San Diego County,Ocotillo Wells DPR,0,0,0,0,0
2017,San Diego County,San Diego Coast DPR,0,0,5,7,51
2017,San Diego County,CSU San Marcos,0,0,1,0,19
2017,San Diego County,UC San Diego,0,2,4,25,566
2017,San Diego County,CA Highway Patrol - San Diego,0,1,31,8,44
2017,San Diego County,Lemon Grove,1,55,111,93,422
2017,San Diego County,Santee,0,43,101,109,665
2017,San Diego County,Poway,0,13,37,136,389
2017,San Diego County,Encinitas,0,23,70,208,651
2017,San Diego County,Solana Beach,0,4,6,68,142
2017,San Francisco County,San Francisco,56,3220,2658,4935,44587
2017,San Francisco County,CSU San Francisco,0,5,2,27,153
2017,San Francisco County,San Francisco BART,0,50,19,6,247
2017,San Francisco County,Union Pacific RR - San Francisco,0,0,0,0,0
2017,San Francisco County,UC San Francisco,0,4,16,25,389
2017,San Francisco County,CA Highway Patrol - San Francisco,0,2,5,0,9
2017,San Joaquin County,San Joaquin Co. Sheriff's Department,5,141,575,751,2068
2017,San Joaquin County,Escalon,0,1,30,45,109
2017,San Joaquin County,Lodi,1,127,182,347,985
2017,San Joaquin County,Manteca,4,89,145,302,1616
2017,San Joaquin County,Ripon,0,4,2,28,241
2017,San Joaquin County,Stockton,55,1208,2962,2140,7040
2017,San Joaquin County,Tracy,3,77,86,201,1616
2017,San Joaquin County,Stockton Unified School,0,24,23,83,121
2017,San Joaquin County,Union Pacific RR - San Joaquin,0,0,0,28,22
2017,San Joaquin County,CA Highway Patrol - San Joaquin,0,0,0,0,147
2017,San Luis Obispo County,San Luis Obispo Co. Sheriff's Department,1,16,99,400,691
2017,San Luis Obispo County,Arroyo Grande,0,5,24,53,226
2017,San Luis Obispo County,Grover Beach,1,7,24,43,161
2017,San Luis Obispo County,Morro Bay,0,4,16,35,152
2017,San Luis Obispo County,Paso Robles,0,6,26,126,731
2017,San Luis Obispo County,Pismo Beach,0,4,35,88,283
2017,San Luis Obispo County,San Luis Obispo,0,23,111,172,1516
2017,San Luis Obispo County,Cal Poly San Luis Obispo,0,1,4,23,116
2017,San Luis Obispo County,Atascadero,0,18,81,96,395
2017,San Luis Obispo County,San Luis Obispo Coast DPR,0,0,0,1,22
2017,San Luis Obispo County,Oceano Dunes DPR,0,1,7,0,29
2017,San Luis Obispo County,Atascadero State Hospital,0,0,217,0,1
2017,San Luis Obispo County,Union Pacific RR - San Luis Obispo,0,0,0,0,2
2017,San Luis Obispo County,Cuesta College,0,0,0,0,8
2017,San Luis Obispo County,CA Highway Patrol - San Luis Obispo,0,0,2,1,12
2017,San Mateo County,San Mateo Co. Sheriff's Department,2,70,174,337,2411
2017,San Mateo County,Atherton,0,0,1,12,61
2017,San Mateo County,Belmont,1,7,27,49,296
2017,San Mateo County,Brisbane,0,5,7,67,49
2017,San Mateo County,Burlingame,1,17,37,119,670
2017,San Mateo County,Colma,0,11,10,62,290
2017,San Mateo County,Daly City,0,90,123,202,1156
2017,San Mateo County,Hillsborough,0,0,4,28,38
2017,San Mateo County,Menlo Park,0,15,23,95,527
2017,San Mateo County,Pacifica,1,20,48,100,383
2017,San Mateo County,Redwood City,0,61,91,177,1053
2017,San Mateo County,San Bruno,1,51,56,126,904
2017,San Mateo County,San Mateo,0,64,185,706,1231
2017,San Mateo County,South San Francisco,1,72,130,214,1184
2017,San Mateo County,Broadmoor,0,5,14,28,37
2017,San Mateo County,Foster City,0,4,29,53,272
2017,San Mateo County,San Mateo BART,0,15,13,9,196
2017,San Mateo County,Union Pacific RR - San Mateo,0,0,0,0,0
2017,San Mateo County,Bay Area DPR,0,0,0,1,2
2017,San Mateo County,East Palo Alto,0,60,51,96,293
2017,San Mateo County,CA Highway Patrol - San Mateo,0,0,6,0,2
2017,Santa Barbara County,Santa Barbara Co. Sheriff's Department,2,24,203,421,1054
2017,Santa Barbara County,Guadalupe,0,0,3,12,29
2017,Santa Barbara County,Lompoc,2,37,170,225,598
2017,Santa Barbara County,Santa Barbara,0,80,230,327,1968
2017,Santa Barbara County,Santa Maria,3,155,260,446,1231
2017,Santa Barbara County,Carpinteria,0,10,19,58,195
2017,Santa Barbara County,Union Pacific RR - Santa Barbara,0,0,0,1,2
2017,Santa Barbara County,Solvang,0,1,5,21,62
2017,Santa Barbara County,Allen Hancock College,0,0,0,1,5
2017,Santa Barbara County,Buelton,0,2,4,14,55
2017,Santa Barbara County,Goleta,1,18,29,101,318
2017,Santa Barbara County,UC Santa Barbara,0,0,12,35,263
2017,Santa Barbara County,CA Highway Patrol - Santa Barbara,0,0,5,1,45
2017,Santa Clara County,Santa Clara Co. Sheriff's Department,2,33,305,229,834
2017,Santa Clara County,Campbell,1,27,55,247,917
2017,Santa Clara County,Cupertino,2,21,45,164,756
2017,Santa Clara County,Gilroy,1,81,94,213,1144
2017,Santa Clara County,Los Altos,0,2,5,87,215
2017,Santa Clara County,Los Altos Hills,0,0,1,22,36
2017,Santa Clara County,Los Gatos,0,4,7,70,319
2017,Santa Clara County,Milpitas,2,58,42,235,1447
2017,Santa Clara County,Monte Sereno,0,0,0,3,8
2017,Santa Clara County,Morgan Hill,0,18,53,92,507
2017,Santa Clara County,Mountain View,1,44,91,290,1590
2017,Santa Clara County,Palo Alto,0,39,40,214,1478
2017,Santa Clara County,San Jose,32,1376,2209,3926,13329
2017,Santa Clara County,Santa Clara,2,82,95,408,2810
2017,Santa Clara County,Saratoga,2,6,22,94,81
2017,Santa Clara County,Sunnyvale,1,56,96,512,1872
2017,Santa Clara County,CSU San Jose,0,7,15,28,269
2017,Santa Clara County,San Jose Community College,0,0,0,8,22
2017,Santa Clara County,West Valley College District,0,0,3,8,10
2017,Santa Clara County,Foothill College,0,0,1,1,18
2017,Santa Clara County,Union Pacific RR - Santa Clara,0,0,0,0,1
2017,Santa Clara County,Santa Clara Transit District,0,38,71,0,86
2017,Santa Clara County,CA Highway Patrol - Santa Clara,0,0,8,0,24
2017,Santa Cruz County,Santa Cruz Co. Sheriff's Department,0,42,205,427,1349
2017,Santa Cruz County,Capitola,1,14,14,50,540
2017,Santa Cruz County,Santa Cruz,1,103,248,412,2911
2017,Santa Cruz County,Watsonville,1,69,187,251,995
2017,Santa Cruz County,Scotts Valley,0,4,4,40,167
2017,Santa Cruz County,Union Pacific RR - Santa Cruz,0,0,0,0,0
2017,Santa Cruz County,Santa Cruz Mtns. DPR,0,0,0,31,101
2017,Santa Cruz County,UC Santa Cruz,0,0,7,24,189
2017,Santa Cruz County,CA Highway Patrol - Santa Cruz,0,0,0,0,193
2017,Shasta County,Shasta Co. Sheriff's Department,4,24,451,431,468
2017,Shasta County,Anderson,0,3,34,124,267
2017,Shasta County,Redding,2,150,438,690,2360
2017,Shasta County,Union Pacific RR - Shasta,0,0,0,1,7
2017,Shasta County,Shasta Marshal's Office,0,0,1,0,0
2017,Shasta County,CA Highway Patrol - Shasta,0,0,0,3,73
2017,Sierra County,Sierra Co. Sheriff's Department,0,1,4,12,11
2017,Sierra County,Union Pacific RR - Sierra,0,0,0,0,0
2017,Sierra County,CA Highway Patrol - Sierra,0,0,0,0,1
2017,Siskiyou County,Siskiyou Co. Sheriff's Department,3,3,44,146,85
2017,Siskiyou County,Dorris,0,0,1,15,13
2017,Siskiyou County,Dunsmuir,0,1,6,14,19
2017,Siskiyou County,Etna,0,0,2,1,1
2017,Siskiyou County,Fort Jones,0,0,2,3,4
2017,Siskiyou County,Montague,1,0,6,10,6
2017,Siskiyou County,Mount Shasta,1,1,13,8,48
2017,Siskiyou County,Tulelake,0,0,2,1,0
2017,Siskiyou County,Weed,0,0,23,23,62
2017,Siskiyou County,Yreka,1,2,43,57,113
2017,Siskiyou County,Lake Shastina,0,0,1,7,11
2017,Siskiyou County,Union Pacific RR - Siskiyou,0,0,1,0,3
2017,Siskiyou County,CA Highway Patrol - Siskiyou,0,1,3,5,16
2017,Solano County,Solano Co. Sheriff's Department,1,15,80,164,139
2017,Solano County,Benicia,0,12,10,129,273
2017,Solano County,Dixon,0,5,32,38,281
2017,Solano County,Fairfield,10,181,315,545,2174
2017,Solano County,Rio Vista,0,4,36,40,45
2017,Solano County,Suisun,3,38,52,110,490
2017,Solano County,Vacaville,1,56,121,186,1742
2017,Solano County,Vallejo,15,390,550,2445,1181
2017,Solano County,Union Pacific RR - Solano,0,0,0,1,0
2017,Solano County,CA Highway Patrol - Solano,0,0,6,2,12
2017,Sonoma County,Sonoma Co. Sheriff's Department,6,60,489,388,753
2017,Sonoma County,Cloverdale,0,2,16,23,109
2017,Sonoma County,Cotati,0,7,36,18,62
2017,Sonoma County,Healdsburg,0,4,13,38,156
2017,Sonoma County,Rohnert Park,0,21,168,110,610
2017,Sonoma County,Santa Rosa,5,126,482,525,2309
2017,Sonoma County,Sebastopol,0,3,12,39,81
2017,Sonoma County,Sonoma,0,7,19,36,146
2017,Sonoma County,Petaluma,1,40,160,170,712
2017,Sonoma County,CSU Sonoma,0,0,0,8,47
2017,Sonoma County,Union Pacific RR - Sonoma,0,0,0,0,0
2017,Sonoma County,Silverado DPR,0,0,0,0,0
2017,Sonoma County,Sonoma Mendocino Coast DPR,0,0,1,0,42
2017,Sonoma County,Sonoma Developmental Center,0,0,1,0,1
2017,Sonoma County,Sonoma Co. Junior College,0,0,0,4,47
2017,Sonoma County,Windsor,0,6,40,40,219
2017,Sonoma County,CA Highway Patrol - Sonoma,0,1,1,0,64
2017,Stanislaus County,Stanislaus Co. Sheriff's Department,16,126,230,570,1013
2017,Stanislaus County,Ceres,1,75,131,314,879
2017,Stanislaus County,Modesto,20,519,1425,1188,5865
2017,Stanislaus County,Newman,0,4,9,46,70
2017,Stanislaus County,Oakdale,0,6,18,104,400
2017,Stanislaus County,Patterson,0,9,34,50,327
2017,Stanislaus County,Riverbank,0,21,18,73,431
2017,Stanislaus County,Turlock,4,142,277,382,1471
2017,Stanislaus County,Waterford,0,2,13,26,55
2017,Stanislaus County,Hughson,0,1,1,15,74
2017,Stanislaus County,CSU Stanislaus,0,0,1,0,39
